,Status
9972,False
9973,True
9974,True
9975,True
9976,False
9977,True
9978,True
9979,True
9980,False
9981,True
9982,False
9983,False
9984,True
9985,True
9986,True
9987,True
9988,True
9989,True
9990,True
9991,True
9992,True
9993,False
9994,True
9995,False
9996,True
9997,True
9998,True
9999,True
10000,False
10001,True
10002,True
10003,True
10004,True
10005,True
10006,False
10007,True
10008,True
10009,False
10010,True
10011,True
10012,True
10013,True
10014,False
10015,True
10016,True
10017,True
10018,True
10019,True
10020,True
10021,True
10022,False
10023,True
10024,True
10025,True
10026,True
10027,True
10028,True
10029,True
10030,True
10031,True
10032,True
10033,True
10034,True
10035,True
10036,True
10037,False
10038,True
10039,True
10040,True
10041,True
10042,True
10043,False
10044,True
10045,True
10046,True
10047,True
10048,True
10049,True
10050,False
10051,True
10052,True
10053,True
10054,True
10055,True
10056,False
10057,True
10058,True
10059,True
10060,True
10061,False
10062,True
10063,True
10064,True
10065,False
10066,False
10067,True
10068,True
10069,True
10070,True
10071,False
10072,True
10073,True
10074,True
10075,False
10076,True
10077,True
10078,False
10079,True
10080,True
10081,True
10082,True
10083,True
10084,True
10085,True
10086,True
10087,True
10088,True
10089,True
10090,True
10091,True
10092,True
10093,True
10094,True
10095,True
10096,True
10097,False
10098,True
10099,False
10100,True
10101,True
10102,True
10103,True
10104,True
10105,False
10106,True
10107,False
10108,False
10109,False
10110,True
10111,True
10112,True
10113,True
10114,True
10115,True
10116,True
10117,True
10118,True
10119,True
10120,True
10121,False
10122,True
10123,True
10124,True
10125,True
10126,True
10127,True
10128,False
10129,True
10130,True
10131,True
10132,True
10133,True
10134,True
10135,True
10136,True
10137,True
10138,True
10139,True
10140,True
10141,True
10142,False
10143,True
10144,True
10145,True
10146,True
10147,True
10148,True
10149,True
10150,True
10151,False
10152,True
10153,False
10154,True
10155,False
10156,False
10157,True
10158,True
10159,False
10160,True
10161,True
10162,True
10163,True
10164,True
10165,True
10166,True
10167,True
10168,True
10169,False
10170,True
10171,True
10172,True
10173,True
10174,False
10175,True
10176,True
10177,False
10178,False
10179,True
10180,False
10181,True
10182,True
10183,False
10184,True
10185,True
10186,True
10187,True
10188,False
10189,True
10190,True
10191,True
10192,True
10193,True
10194,False
10195,True
10196,True
10197,True
10198,False
10199,True
10200,True
10201,True
10202,True
10203,True
10204,True
10205,True
10206,True
10207,True
10208,True
10209,False
10210,False
10211,False
10212,True
10213,True
10214,True
10215,True
10216,True
10217,True
10218,False
10219,True
10220,True
10221,True
10222,True
10223,True
10224,True
10225,True
10226,True
10227,True
10228,True
10229,True
10230,True
10231,False
10232,True
10233,False
10234,False
10235,True
10236,True
10237,True
10238,True
10239,True
10240,False
10241,True
10242,True
10243,False
10244,True
10245,True
10246,False
10247,True
10248,True
10249,True
10250,True
10251,True
10252,True
10253,True
10254,True
10255,True
10256,True
10257,False
10258,True
10259,True
10260,True
10261,True
10262,True
10263,True
10264,True
10265,True
10266,True
10267,True
10268,True
10269,True
10270,True
10271,True
10272,True
10273,True
10274,True
10275,True
10276,True
10277,True
10278,True
10279,True
10280,True
10281,True
10282,True
10283,True
10284,True
10285,True
10286,True
10287,True
10288,True
10289,False
10290,False
10291,True
10292,False
10293,False
10294,True
10295,False
10296,False
10297,True
10298,True
10299,True
10300,True
10301,True
10302,True
10303,True
10304,True
10305,True
10306,False
10307,True
10308,True
10309,True
10310,True
10311,True
10312,False
10313,True
10314,True
10315,True
10316,True
10317,True
10318,True
10319,False
10320,True
10321,True
10322,True
10323,True
10324,True
10325,True
10326,False
10327,True
10328,True
10329,True
10330,True
10331,True
10332,True
10333,False
10334,True
10335,True
10336,True
10337,True
10338,True
10339,True
10340,True
10341,True
10342,True
10343,True
10344,False
10345,True
10346,True
10347,True
10348,True
10349,True
10350,False
10351,True
10352,True
10353,True
10354,True
10355,True
10356,True
10357,True
10358,True
10359,True
10360,True
10361,False
10362,True
10363,True
10364,False
10365,True
10366,True
10367,True
10368,True
10369,False
10370,True
10371,True
10372,True
10373,True
10374,True
10375,False
10376,True
10377,True
10378,True
10379,True
10380,True
10381,True
10382,True
10383,True
10384,True
10385,False
10386,False
10387,False
10388,True
10389,True
10390,False
10391,True
10392,True
10393,True
10394,True
10395,True
10396,True
10397,True
10398,True
10399,True
10400,False
10401,True
10402,True
10403,False
10404,True
10405,True
10406,True
10407,True
10408,True
10409,True
10410,True
10411,True
10412,True
10413,True
10414,True
10415,True
10416,False
10417,True
10418,True
10419,True
10420,False
10421,False
10422,False
10423,True
10424,True
10425,False
10426,True
10427,True
10428,True
10429,True
10430,True
10431,True
10432,True
10433,True
10434,True
10435,False
10436,True
10437,True
10438,True
10439,True
10440,False
10441,False
10442,False
10443,True
10444,True
10445,True
10446,True
10447,True
10448,False
10449,False
10450,True
10451,True
10452,True
10453,True
10454,True
10455,False
10456,True
10457,True
10458,False
10459,True
10460,False
10461,True
10462,True
10463,True
10464,True
10465,False
10466,True
10467,True
10468,True
10469,True
10470,True
10471,False
10472,True
10473,True
10474,True
10475,True
10476,True
10477,True
10478,True
10479,True
10480,True
10481,False
10482,False
10483,True
10484,True
10485,True
10486,True
10487,True
10488,True
10489,True
10490,True
10491,True
10492,True
10493,True
10494,False
10495,True
10496,True
10497,True
10498,True
10499,False
10500,True
10501,True
10502,True
10503,True
10504,False
10505,False
10506,True
10507,True
10508,False
10509,True
10510,False
10511,True
10512,False
10513,False
10514,True
10515,True
10516,True
10517,True
10518,True
10519,True
10520,True
10521,True
10522,True
10523,True
10524,True
10525,True
10526,True
10527,True
10528,False
10529,True
10530,True
10531,True
10532,False
10533,True
10534,True
10535,False
10536,True
10537,True
10538,True
10539,True
10540,True
10541,True
10542,False
10543,True
10544,True
10545,True
10546,True
10547,True
10548,True
10549,False
10550,False
10551,True
10552,True
10553,True
10554,True
10555,True
10556,True
10557,True
10558,True
10559,False
10560,True
10561,True
10562,True
10563,False
10564,True
10565,True
10566,True
10567,True
10568,True
10569,True
10570,True
10571,False
10572,False
10573,True
10574,True
10575,True
10576,True
10577,False
10578,True
10579,True
10580,False
10581,True
10582,True
10583,True
10584,True
10585,True
10586,True
10587,True
10588,True
10589,True
10590,False
10591,False
10592,True
10593,True
10594,True
10595,True
10596,False
10597,True
10598,False
10599,False
10600,False
10601,True
10602,True
10603,True
10604,True
10605,True
10606,True
10607,False
10608,False
10609,True
10610,True
10611,True
10612,True
10613,True
10614,True
10615,True
10616,False
10617,True
10618,True
10619,True
10620,True
10621,True
10622,True
10623,True
10624,True
10625,False
10626,True
10627,False
10628,True
10629,False
10630,True
10631,True
10632,True
10633,True
10634,False
10635,True
10636,True
10637,True
10638,True
10639,True
10640,True
10641,True
10642,False
10643,True
10644,False
10645,True
10646,True
10647,True
10648,True
10649,True
10650,True
10651,True
10652,True
10653,True
10654,True
10655,True
10656,True
10657,True
10658,True
10659,True
10660,False
10661,True
10662,True
10663,False
10664,True
10665,True
10666,True
10667,True
10668,True
10669,True
10670,True
10671,True
10672,True
10673,True
10674,False
10675,False
10676,True
10677,True
10678,True
10679,True
10680,True
10681,True
10682,True
10683,True
10684,True
10685,True
10686,False
10687,True
10688,False
10689,True
10690,True
10691,True
10692,True
10693,True
10694,True
10695,True
10696,True
10697,True
10698,False
10699,True
10700,True
10701,True
10702,True
10703,True
10704,True
10705,True
10706,False
10707,True
10708,True
10709,True
10710,True
10711,True
10712,False
10713,False
10714,False
10715,True
10716,False
10717,True
10718,False
10719,False
10720,False
10721,False
10722,True
10723,True
10724,True
10725,True
10726,False
10727,False
10728,True
10729,True
10730,True
10731,False
10732,True
10733,False
10734,True
10735,True
10736,True
10737,True
10738,False
10739,True
10740,True
10741,False
10742,True
10743,True
10744,False
10745,True
10746,False
10747,True
10748,True
10749,True
10750,True
10751,True
10752,True
10753,True
10754,True
10755,False
10756,False
10757,True
10758,False
10759,True
10760,True
10761,True
10762,True
10763,True
10764,True
10765,False
10766,True
10767,True
10768,False
10769,True
10770,False
10771,True
10772,True
10773,True
10774,False
10775,True
10776,True
10777,False
10778,True
10779,True
10780,True
10781,False
10782,True
10783,True
10784,False
10785,True
10786,True
10787,True
10788,False
10789,True
10790,True
10791,False
10792,True
10793,True
10794,True
10795,True
10796,True
10797,True
10798,True
10799,True
10800,False
10801,False
10802,True
10803,True
10804,False
10805,True
10806,False
10807,True
10808,True
10809,False
10810,True
10811,True
10812,True
10813,True
10814,False
10815,True
10816,True
10817,True
10818,True
10819,False
10820,True
10821,False
10822,True
10823,False
10824,False
10825,True
10826,True
10827,True
10828,False
10829,True
10830,True
10831,True
10832,True
10833,True
10834,True
10835,True
10836,True
10837,True
10838,True
10839,True
10840,True
10841,True
10842,True
10843,False
10844,True
10845,True
10846,True
10847,True
10848,False
10849,True
10850,False
10851,True
10852,True
10853,False
10854,True
10855,True
10856,False
10857,True
10858,True
10859,True
10860,True
10861,False
10862,True
10863,True
10864,True
10865,True
10866,True
10867,True
10868,True
10869,False
10870,True
10871,True
10872,True
10873,True
10874,True
10875,True
10876,True
10877,True
10878,True
10879,True
10880,True
10881,True
10882,True
10883,False
10884,True
10885,False
10886,True
10887,True
10888,False
10889,False
10890,True
10891,True
10892,True
10893,True
10894,True
10895,True
10896,True
10897,True
10898,True
10899,True
10900,True
10901,True
10902,False
10903,True
10904,True
10905,True
10906,True
10907,True
10908,True
10909,True
10910,True
10911,True
10912,False
10913,True
10914,True
10915,True
10916,True
10917,True
10918,True
10919,True
10920,True
10921,False
10922,True
10923,True
10924,True
10925,False
10926,True
10927,True
10928,True
10929,True
10930,True
10931,False
10932,True
10933,True
10934,True
10935,True
10936,True
10937,True
10938,True
10939,True
10940,True
10941,True
10942,True
10943,True
10944,True
10945,True
10946,False
10947,False
10948,True
10949,True
10950,True
10951,True
10952,False
10953,True
10954,False
10955,True
10956,True
10957,True
10958,True
10959,True
10960,False
10961,True
10962,True
10963,False
10964,True
10965,True
10966,True
10967,True
10968,True
10969,True
10970,True
10971,True
10972,True
10973,True
10974,True
10975,True
10976,False
10977,False
10978,True
10979,True
10980,True
10981,True
10982,True
10983,True
10984,True
10985,True
10986,True
10987,False
10988,True
10989,True
10990,True
10991,True
10992,False
10993,True
10994,True
10995,True
10996,False
10997,False
10998,False
10999,True
11000,True
11001,True
11002,True
11003,True
11004,True
11005,True
11006,True
11007,True
11008,True
11009,True
11010,True
11011,True
11012,True
11013,True
11014,True
11015,True
11016,False
11017,True
11018,True
11019,False
11020,True
11021,True
11022,False
11023,True
11024,True
11025,True
11026,True
11027,True
11028,True
11029,False
11030,True
11031,False
11032,True
11033,True
11034,True
11035,True
11036,True
11037,True
11038,False
11039,True
11040,True
11041,True
11042,False
11043,True
11044,True
11045,True
11046,True
11047,False
11048,True
11049,True
11050,True
11051,True
11052,True
11053,False
11054,True
11055,True
11056,True
11057,True
11058,True
11059,True
11060,True
11061,False
11062,True
11063,False
11064,True
11065,False
11066,True
11067,True
11068,True
11069,True
11070,True
11071,True
11072,True
11073,True
11074,True
11075,True
11076,True
11077,False
11078,True
11079,False
11080,True
11081,False
11082,False
11083,True
11084,True
11085,True
11086,False
11087,True
11088,True
11089,True
11090,True
11091,True
11092,True
11093,True
11094,False
11095,False
11096,True
11097,True
11098,True
11099,True
11100,False
11101,True
11102,True
11103,True
11104,True
11105,True
11106,False
11107,False
11108,True
11109,True
11110,True
11111,True
11112,True
11113,False
11114,False
11115,True
11116,True
11117,True
11118,True
11119,True
11120,True
11121,True
11122,True
11123,False
11124,True
11125,True
11126,True
11127,True
11128,True
11129,True
11130,True
11131,True
11132,True
11133,True
11134,True
11135,True
11136,False
11137,False
11138,True
11139,True
11140,False
11141,True
11142,True
11143,False
11144,True
11145,True
11146,True
11147,True
11148,False
11149,True
11150,True
11151,True
11152,True
11153,True
11154,False
11155,True
11156,True
11157,False
11158,True
11159,True
11160,True
11161,False
11162,True
11163,True
11164,True
11165,True
11166,False
11167,True
11168,True
11169,True
11170,True
11171,True
11172,True
11173,True
11174,True
11175,True
11176,True
11177,False
11178,True
11179,True
11180,True
11181,False
11182,True
11183,True
11184,True
11185,True
11186,False
11187,True
11188,True
11189,True
11190,True
11191,True
11192,True
11193,False
11194,True
11195,False
11196,True
11197,False
11198,True
11199,True
11200,False
11201,True
11202,True
11203,True
11204,True
11205,True
11206,True
11207,True
11208,False
11209,True
11210,True
11211,True
11212,True
11213,False
11214,True
11215,True
11216,True
11217,True
11218,True
11219,True
11220,False
11221,True
11222,False
11223,True
11224,False
11225,True
11226,True
11227,True
11228,True
11229,True
11230,False
11231,True
11232,True
11233,True
11234,True
11235,True
11236,True
11237,True
11238,True
11239,False
11240,True
11241,True
11242,False
11243,True
11244,False
11245,False
11246,True
11247,True
11248,True
11249,True
11250,True
11251,True
11252,True
11253,False
11254,True
11255,True
11256,True
11257,True
11258,True
11259,False
11260,False
11261,True
11262,True
11263,False
11264,True
11265,True
11266,True
11267,True
11268,True
11269,False
11270,True
11271,True
11272,True
11273,True
11274,True
11275,True
11276,True
11277,True
11278,True
11279,True
11280,True
11281,True
11282,False
11283,True
11284,True
11285,True
11286,True
11287,False
11288,False
11289,True
11290,True
11291,True
11292,True
11293,True
11294,True
11295,False
11296,True
11297,False
11298,True
11299,True
11300,True
11301,True
11302,True
11303,True
11304,False
11305,False
11306,True
11307,False
11308,False
11309,True
11310,True
11311,True
11312,True
11313,True
11314,False
11315,True
11316,True
11317,True
11318,False
11319,True
11320,True
11321,False
11322,False
11323,False
11324,True
11325,True
11326,True
11327,False
11328,True
11329,True
11330,True
11331,True
11332,True
11333,False
11334,True
11335,True
11336,True
11337,True
11338,True
11339,True
11340,False
11341,True
11342,True
11343,True
11344,True
11345,True
11346,True
11347,True
11348,True
11349,True
11350,True
11351,True
11352,True
11353,True
11354,True
11355,True
11356,True
11357,True
11358,False
11359,True
11360,True
11361,True
11362,True
11363,True
11364,True
11365,True
11366,True
11367,False
11368,True
11369,False
11370,False
11371,False
11372,True
11373,True
11374,True
11375,True
11376,True
11377,True
11378,True
11379,True
11380,False
11381,False
11382,True
11383,True
11384,True
11385,True
11386,True
11387,True
11388,False
11389,False
11390,True
11391,True
11392,True
11393,True
11394,True
11395,True
11396,False
11397,True
11398,False
11399,True
11400,True
11401,True
11402,True
11403,True
11404,True
11405,True
11406,True
11407,True
11408,True
11409,True
11410,False
11411,True
11412,True
11413,True
11414,True
11415,True
11416,True
11417,False
11418,True
11419,True
11420,False
11421,True
11422,False
11423,True
11424,True
11425,True
11426,False
11427,True
11428,True
11429,True
11430,True
11431,True
11432,True
11433,True
11434,True
11435,True
11436,True
11437,True
11438,False
11439,True
11440,True
11441,True
11442,True
11443,True
11444,False
11445,False
11446,True
11447,True
11448,True
11449,True
11450,True
11451,True
11452,True
11453,True
11454,True
11455,False
11456,True
11457,True
11458,False
11459,True
11460,True
11461,False
11462,False
11463,True
11464,True
11465,True
11466,True
11467,True
11468,True
11469,True
11470,True
11471,False
11472,False
11473,True
11474,False
11475,False
11476,True
11477,True
11478,True
11479,True
11480,True
11481,True
11482,True
11483,True
11484,True
11485,True
11486,True
11487,False
11488,True
11489,False
11490,True
11491,True
11492,True
11493,False
11494,True
11495,True
11496,True
11497,True
11498,True
11499,True
11500,True
11501,True
11502,False
11503,True
11504,True
11505,True
11506,True
11507,True
11508,True
11509,False
11510,True
11511,True
11512,True
11513,False
11514,True
11515,True
11516,False
11517,True
11518,True
11519,True
11520,True
11521,True
11522,True
11523,True
11524,True
11525,False
11526,True
11527,True
11528,True
11529,False
11530,True
11531,False
11532,True
11533,True
11534,True
11535,True
11536,True
11537,True
11538,True
11539,True
11540,True
11541,True
11542,True
11543,True
11544,True
11545,False
11546,True
11547,True
11548,True
11549,True
11550,True
11551,True
11552,True
11553,True
11554,False
11555,True
11556,True
11557,True
11558,False
11559,True
11560,False
11561,True
11562,False
11563,True
11564,True
11565,False
11566,True
11567,True
11568,False
11569,True
11570,True
11571,True
11572,True
11573,True
11574,False
11575,False
11576,False
11577,True
11578,True
11579,True
11580,True
11581,False
11582,True
11583,True
11584,True
11585,True
11586,True
11587,True
11588,True
11589,True
11590,True
11591,True
11592,True
11593,True
11594,True
11595,True
11596,True
11597,True
11598,True
11599,True
11600,True
11601,True
11602,True
11603,True
11604,False
11605,True
11606,False
11607,False
11608,True
11609,True
11610,True
11611,True
11612,True
11613,True
11614,True
11615,True
11616,True
11617,True
11618,False
11619,False
11620,False
11621,True
11622,True
11623,True
11624,True
11625,True
11626,True
11627,False
11628,True
11629,True
11630,False
11631,True
11632,True
11633,True
11634,True
11635,False
11636,True
11637,True
11638,True
11639,True
11640,True
11641,True
11642,False
11643,True
11644,True
11645,False
11646,False
11647,True
11648,False
11649,True
11650,True
11651,True
11652,True
11653,True
11654,True
11655,False
11656,True
11657,True
11658,True
11659,False
11660,True
11661,True
11662,True
11663,True
11664,True
11665,True
11666,True
11667,False
11668,True
11669,True
11670,True
11671,True
11672,True
11673,True
11674,True
11675,False
11676,False
11677,True
11678,True
11679,True
11680,True
11681,True
11682,True
11683,False
11684,True
11685,False
11686,True
11687,True
11688,False
11689,True
11690,True
11691,True
11692,True
11693,True
11694,False
11695,True
11696,True
11697,True
11698,True
11699,True
11700,False
11701,True
11702,True
11703,True
11704,True
11705,True
11706,True
11707,True
11708,True
11709,False
11710,True
11711,True
11712,True
11713,True
11714,True
11715,True
11716,True
11717,True
11718,True
11719,True
11720,True
11721,True
11722,True
11723,True
11724,True
11725,False
11726,True
11727,True
11728,True
11729,True
11730,True
11731,True
11732,True
11733,True
11734,True
11735,True
11736,True
11737,False
11738,True
11739,True
11740,True
11741,True
11742,True
11743,True
11744,True
11745,True
11746,False
11747,False
11748,True
11749,True
11750,True
11751,True
11752,True
11753,True
11754,True
11755,True
11756,True
11757,False
11758,False
11759,True
11760,True
11761,True
11762,True
11763,False
11764,True
11765,True
11766,True
11767,False
11768,True
11769,True
11770,True
11771,False
11772,True
11773,False
11774,True
11775,True
11776,True
11777,True
11778,False
11779,True
11780,True
11781,True
11782,True
11783,True
11784,True
11785,True
11786,False
11787,True
11788,True
11789,True
11790,True
11791,True
11792,True
11793,True
11794,True
11795,True
11796,True
11797,True
11798,True
11799,True
11800,True
11801,True
11802,True
11803,True
11804,False
11805,True
11806,True
11807,True
11808,True
11809,True
11810,False
11811,False
11812,True
11813,True
11814,True
11815,False
11816,True
11817,False
11818,True
11819,True
11820,True
11821,True
11822,True
11823,False
11824,True
11825,True
11826,True
11827,False
11828,True
11829,True
11830,True
11831,True
11832,True
11833,True
11834,True
11835,True
11836,True
11837,True
11838,False
11839,True
11840,True
11841,True
11842,True
11843,False
11844,True
11845,False
11846,True
11847,True
11848,True
11849,True
11850,True
11851,True
11852,True
11853,True
11854,True
11855,False
11856,True
11857,True
11858,True
11859,True
11860,True
11861,True
11862,True
11863,True
11864,False
11865,False
11866,True
11867,True
11868,True
11869,True
11870,True
11871,True
11872,True
11873,True
11874,True
11875,False
11876,True
11877,True
11878,True
11879,True
11880,True
11881,True
11882,False
11883,True
11884,True
11885,True
11886,True
11887,True
11888,True
11889,True
11890,False
11891,True
11892,True
11893,True
11894,True
11895,True
11896,True
11897,False
11898,True
11899,True
11900,False
11901,False
11902,True
11903,True
11904,True
11905,True
11906,True
11907,False
11908,True
11909,False
11910,True
11911,True
11912,True
11913,True
11914,True
11915,True
11916,False
11917,True
11918,False
11919,True
11920,True
11921,False
11922,True
11923,True
11924,True
11925,False
11926,True
11927,True
11928,False
11929,True
11930,True
11931,True
11932,True
11933,True
11934,True
11935,False
11936,True
11937,True
11938,False
11939,True
11940,True
11941,True
11942,True
11943,True
11944,True
11945,True
11946,True
11947,True
11948,True
11949,True
11950,False
11951,True
11952,True
11953,False
11954,True
11955,False
11956,True
11957,True
11958,False
11959,True
11960,True
11961,False
11962,True
11963,False
11964,True
11965,True
11966,True
11967,True
11968,True
11969,True
11970,True
11971,True
11972,True
11973,True
11974,False
11975,True
11976,True
11977,True
11978,True
11979,True
11980,False
11981,True
11982,True
11983,True
11984,True
11985,False
11986,True
11987,True
11988,True
11989,True
11990,True
11991,True
11992,True
11993,True
11994,True
11995,True
11996,False
11997,True
11998,True
11999,False
12000,True
12001,True
12002,True
12003,True
12004,False
12005,False
12006,False
12007,True
12008,True
12009,True
12010,True
12011,True
12012,False
12013,True
12014,True
12015,True
12016,True
12017,True
12018,True
12019,True
12020,True
12021,True
12022,True
12023,True
12024,False
12025,True
12026,True
12027,True
12028,True
12029,True
12030,False
12031,True
12032,True
12033,True
12034,True
12035,True
12036,True
12037,True
12038,True
12039,True
12040,True
12041,True
12042,True
12043,False
12044,True
12045,True
12046,True
12047,True
12048,False
12049,True
12050,True
12051,False
12052,False
12053,False
12054,True
12055,True
12056,True
12057,True
12058,True
12059,True
12060,False
12061,True
12062,True
12063,True
12064,True
12065,True
12066,False
12067,True
12068,True
12069,True
12070,True
12071,True
12072,True
12073,False
12074,True
12075,True
12076,True
12077,False
12078,True
12079,True
12080,False
12081,True
12082,False
12083,True
12084,True
12085,True
12086,True
12087,True
12088,True
12089,False
12090,True
12091,True
12092,True
12093,True
12094,True
12095,True
12096,True
12097,True
12098,True
12099,False
12100,False
12101,True
12102,True
12103,False
12104,True
12105,True
12106,True
12107,True
12108,True
12109,True
12110,True
12111,True
12112,True
12113,True
12114,False
12115,True
12116,True
12117,True
12118,True
12119,False
12120,False
12121,True
12122,True
12123,True
12124,True
12125,True
12126,True
12127,True
12128,False
12129,True
12130,True
12131,True
12132,True
12133,False
12134,True
12135,True
12136,True
12137,True
12138,True
12139,False
12140,True
12141,True
12142,True
12143,True
12144,True
12145,True
12146,False
12147,True
12148,True
12149,True
12150,True
12151,True
12152,True
12153,True
12154,True
12155,True
12156,True
12157,True
12158,True
12159,True
12160,True
12161,False
12162,True
12163,True
12164,False
12165,True
12166,True
12167,True
12168,True
12169,True
12170,True
12171,True
12172,True
12173,True
12174,False
12175,False
12176,False
12177,True
12178,True
12179,False
12180,False
12181,True
12182,False
12183,True
12184,False
12185,False
12186,True
12187,False
12188,True
12189,True
12190,True
12191,False
12192,True
12193,True
12194,True
12195,True
12196,True
12197,False
12198,True
12199,True
12200,True
12201,False
12202,True
12203,True
12204,True
12205,True
12206,True
12207,True
12208,True
12209,True
12210,True
12211,False
12212,True
12213,True
12214,True
12215,True
12216,True
12217,True
12218,True
12219,True
12220,True
12221,True
12222,True
12223,True
12224,True
12225,True
12226,True
12227,True
12228,True
12229,True
12230,True
12231,True
12232,True
12233,True
12234,True
12235,True
12236,True
12237,True
12238,True
12239,True
12240,False
12241,True
12242,True
12243,True
12244,True
12245,True
12246,True
12247,False
12248,False
12249,True
12250,True
12251,True
12252,True
12253,True
12254,True
12255,True
12256,True
12257,True
12258,True
12259,False
12260,True
12261,True
12262,True
12263,False
12264,True
12265,True
12266,True
12267,True
12268,True
12269,True
12270,True
12271,True
12272,True
12273,True
12274,True
12275,False
12276,True
12277,True
12278,True
12279,True
12280,True
12281,True
12282,True
12283,True
12284,True
12285,True
12286,True
12287,True
12288,True
12289,True
12290,False
12291,True
12292,True
12293,True
12294,True
12295,False
12296,True
12297,True
12298,False
12299,False
12300,True
12301,True
12302,True
12303,True
12304,True
12305,True
12306,True
12307,True
12308,True
12309,False
12310,True
12311,True
12312,True
12313,True
12314,False
12315,True
12316,False
12317,True
12318,True
12319,True
12320,True
12321,True
12322,True
12323,False
12324,True
12325,True
12326,True
12327,True
12328,True
12329,True
12330,True
12331,True
12332,False
12333,True
12334,True
12335,True
12336,True
12337,True
12338,True
12339,True
12340,True
12341,True
12342,True
12343,False
12344,False
12345,True
12346,True
12347,True
12348,True
12349,True
12350,True
12351,True
12352,True
12353,True
12354,True
12355,False
12356,False
12357,True
12358,True
12359,True
12360,True
12361,False
12362,True
12363,False
12364,True
12365,True
12366,True
12367,True
12368,False
12369,False
12370,False
12371,True
12372,True
12373,True
12374,True
12375,True
12376,True
12377,False
12378,False
12379,True
12380,False
12381,True
12382,False
12383,False
12384,True
12385,True
12386,True
12387,True
12388,True
12389,True
12390,False
12391,False
12392,True
12393,True
12394,True
12395,True
12396,True
12397,False
12398,True
12399,True
12400,True
12401,True
12402,True
12403,False
12404,True
12405,True
12406,True
12407,True
12408,True
12409,True
12410,True
12411,False
12412,False
12413,False
12414,True
12415,False
12416,True
12417,True
12418,True
12419,False
12420,True
12421,True
12422,True
12423,True
12424,True
12425,True
12426,True
12427,True
12428,True
12429,False
12430,True
12431,True
12432,False
12433,True
12434,True
12435,True
12436,True
12437,True
12438,True
12439,True
12440,False
12441,True
12442,False
12443,True
12444,False
12445,False
12446,True
12447,False
12448,True
12449,False
12450,True
12451,True
12452,False
12453,False
12454,True
12455,False
12456,True
12457,False
12458,True
12459,True
12460,True
12461,True
12462,True
12463,True
12464,True
12465,False
12466,True
12467,True
12468,True
12469,True
12470,True
12471,True
12472,False
12473,True
12474,True
12475,True
12476,True
12477,True
12478,True
12479,True
12480,True
12481,True
12482,False
12483,True
12484,True
12485,True
12486,True
12487,True
12488,True
12489,True
12490,True
12491,True
12492,True
12493,True
12494,True
12495,True
12496,True
12497,True
12498,True
12499,True
12500,True
12501,True
12502,True
12503,False
12504,True
12505,True
12506,True
12507,False
12508,True
12509,True
12510,True
12511,False
12512,True
12513,True
12514,True
12515,True
12516,True
12517,False
12518,True
12519,False
12520,True
12521,False
12522,True
12523,False
12524,False
12525,True
12526,False
12527,False
12528,True
12529,True
12530,False
12531,True
12532,True
12533,True
12534,True
12535,True
12536,True
12537,True
12538,True
12539,True
12540,True
12541,True
12542,True
12543,True
12544,True
12545,True
12546,True
12547,False
12548,True
12549,True
12550,False
12551,True
12552,True
12553,True
12554,True
12555,True
12556,True
12557,False
12558,False
12559,True
12560,True
12561,True
12562,True
12563,False
12564,True
12565,True
12566,True
12567,False
12568,True
12569,True
12570,True
12571,True
12572,True
12573,True
12574,True
12575,True
12576,False
12577,False
12578,True
12579,True
12580,True
12581,False
12582,True
12583,True
12584,True
12585,False
12586,False
12587,False
12588,True
12589,False
12590,True
12591,False
12592,False
12593,True
12594,True
12595,True
12596,False
12597,True
12598,True
12599,True
12600,True
12601,True
12602,False
12603,True
12604,False
12605,True
12606,True
12607,True
12608,True
12609,False
12610,True
12611,True
12612,True
12613,True
12614,True
12615,False
12616,False
12617,False
12618,True
12619,True
12620,True
12621,True
12622,True
12623,True
12624,True
12625,False
12626,True
12627,True
12628,False
12629,True
12630,False
12631,False
12632,False
12633,True
12634,False
12635,True
12636,True
12637,True
12638,True
12639,False
12640,True
12641,True
12642,True
12643,True
12644,True
12645,True
12646,False
12647,False
12648,True
12649,True
12650,True
12651,True
12652,True
12653,True
12654,True
12655,True
12656,False
12657,True
12658,True
12659,False
12660,True
12661,True
12662,False
12663,False
12664,False
12665,True
12666,False
12667,False
12668,True
12669,True
12670,True
12671,True
12672,True
12673,True
12674,True
12675,False
12676,True
12677,True
12678,True
12679,True
12680,True
12681,True
12682,False
12683,True
12684,True
12685,False
12686,True
12687,True
12688,True
12689,True
12690,True
12691,True
12692,True
12693,True
12694,True
12695,True
12696,True
12697,True
12698,True
12699,False
12700,True
12701,True
12702,True
12703,True
12704,True
12705,False
12706,True
12707,True
12708,True
12709,False
12710,True
12711,True
12712,True
12713,True
12714,True
12715,False
12716,True
12717,True
12718,False
12719,True
12720,True
12721,False
12722,False
12723,False
12724,True
12725,True
12726,True
12727,False
12728,True
12729,True
12730,True
12731,False
12732,True
12733,True
12734,True
12735,True
12736,True
12737,True
12738,True
12739,True
12740,True
12741,True
12742,False
12743,True
12744,True
12745,False
12746,False
12747,True
12748,True
12749,True
12750,True
12751,False
12752,False
12753,True
12754,True
12755,True
12756,False
12757,False
12758,True
12759,True
12760,True
12761,False
12762,True
12763,True
12764,True
12765,True
12766,True
12767,True
12768,False
12769,False
12770,True
